epoch,train_loss,validation_loss,Model,Seed
18,0.04026252416272958,0.05743543291464448,Ablation: No relational,72
1,0.24054067879915236,0.2489071786403656,Denoising Autoencoder,82
2,0.14109902853767078,0.16393469274044037,Denoising Autoencoder,82
3,0.08938085610667865,0.11236070096492767,Denoising Autoencoder,82
4,0.059649430712064105,0.08179967105388641,Denoising Autoencoder,82
5,0.04365302920341492,0.06466253101825714,Denoising Autoencoder,82
6,0.035768487676978114,0.05531899631023407,Denoising Autoencoder,82
7,0.03075381430486838,0.04873989149928093,Denoising Autoencoder,82
8,0.02806132435798645,0.04377119988203049,Denoising Autoencoder,82
9,0.027076014255483945,0.040286507457494736,Denoising Autoencoder,82
10,0.025606152787804603,0.03832951933145523,Denoising Autoencoder,82
11,0.023464856048425037,0.03710351511836052,Denoising Autoencoder,82
12,0.02263958112647136,0.034704212099313736,Denoising Autoencoder,82
13,0.0216661029184858,0.03302508592605591,Denoising Autoencoder,82
14,0.021095577192803226,0.03262709081172943,Denoising Autoencoder,82
15,0.020202364617337782,0.03156346455216408,Denoising Autoencoder,82
16,0.019264753876874843,0.03087666444480419,Denoising Autoencoder,82
17,0.019468179779748122,0.029893148690462112,Denoising Autoencoder,82
18,0.018634658462057512,0.029388701543211937,Denoising Autoencoder,82
1,0.2563137138883273,0.2637980654835701,CloudTrace-MVAD (Full),82
2,0.16121324648459753,0.19362634047865868,CloudTrace-MVAD (Full),82
3,0.12121417621771495,0.15476319752633572,CloudTrace-MVAD (Full),82
4,0.0933601958056291,0.12467461731284857,CloudTrace-MVAD (Full),82
5,0.0705533762772878,0.09943792223930359,CloudTrace-MVAD (Full),82
6,0.05474387742578983,0.0873615313321352,CloudTrace-MVAD (Full),82
7,0.04487797444065412,0.08013701252639294,CloudTrace-MVAD (Full),82
8,0.040251688783367476,0.07468045689165592,CloudTrace-MVAD (Full),82
9,0.0367556544020772,0.07303306087851524,CloudTrace-MVAD (Full),82
10,0.03510196668406328,0.07058602012693882,CloudTrace-MVAD (Full),82
11,0.03310873632629712,0.06946907378733158,CloudTrace-MVAD (Full),82
12,0.03200376586367686,0.06864157784730196,CloudTrace-MVAD (Full),82
13,0.030999875503281753,0.06735255010426044,CloudTrace-MVAD (Full),82
14,0.030722043414910635,0.06691834703087807,CloudTrace-MVAD (Full),82
15,0.03069620697448651,0.06669803988188505,CloudTrace-MVAD (Full),82
16,0.030091738825043044,0.06634614802896976,CloudTrace-MVAD (Full),82
17,0.030675065765778223,0.06624598428606987,CloudTrace-MVAD (Full),82
18,0.029746642584602037,0.06618670746684074,CloudTrace-MVAD (Full),82
1,0.2702038337786992,0.2132956483401358,Ablation: Event only,82
2,0.15186903054515521,0.11816235561855137,Ablation: Event only,82
3,0.08101170298953851,0.0586099405772984,Ablation: Event only,82
4,0.04713054243475199,0.03714350680820644,Ablation: Event only,82
5,0.03609418192257484,0.029348693671636283,Ablation: Event only,82
6,0.03210522669057051,0.025400865357369184,Ablation: Event only,82
7,0.02896750792860985,0.02291261265054345,Ablation: Event only,82
8,0.02535743514696757,0.02100105700083077,Ablation: Event only,82
9,0.0247501315549016,0.019693569047376513,Ablation: Event only,82
10,0.022965439843634763,0.018028363352641463,Ablation: Event only,82
11,0.022593282318363588,0.017139868927188218,Ablation: Event only,82
12,0.021807300516714652,0.016958946362137794,Ablation: Event only,82
13,0.020700967839608588,0.01644483651034534,Ablation: Event only,82
14,0.02050118080029885,0.015969615546055138,Ablation: Event only,82
15,0.01987697004030148,0.015859285718761384,Ablation: Event only,82
16,0.02086822222918272,0.01576936279889196,Ablation: Event only,82
17,0.02113714482014378,0.015713139320723712,Ablation: Event only,82
18,0.01961391611645619,0.015651433495804667,Ablation: Event only,82
1,0.23389505793650944,0.23138311319053173,Ablation: No event,82
2,0.13403054649631183,0.1596106942743063,Ablation: No event,82
3,0.08438665357728799,0.1120750093832612,Ablation: No event,82
4,0.05489826289316018,0.08606738597154617,Ablation: No event,82
5,0.04118061332652966,0.07587527856230736,Ablation: No event,82
6,0.03457363123695056,0.07210790924727917,Ablation: No event,82
7,0.03124198435495297,0.0696871867403388,Ablation: No event,82
8,0.02788018099963665,0.06812160275876522,Ablation: No event,82
9,0.02714744284749031,0.06758004333823919,Ablation: No event,82
10,0.026143667846918107,0.06620947923511267,Ablation: No event,82
11,0.024889165597657362,0.06534445937722921,Ablation: No event,82
12,0.023750302257637183,0.06427500676363707,Ablation: No event,82
13,0.02388818860054016,0.0642023803666234,Ablation: No event,82
14,0.023997778880099456,0.06387181906029582,Ablation: No event,82
15,0.022628779398898284,0.0637274100445211,Ablation: No event,82
16,0.02323841309795777,0.06317646475508809,Ablation: No event,82
17,0.023979544453322888,0.06330861942842603,Ablation: No event,82
18,0.02293116841465235,0.06330029480159283,Ablation: No event,82
1,0.18267112026611965,0.17439956776797771,Ablation: No temporal,82
2,0.1150177538394928,0.13742296630516648,Ablation: No temporal,82
3,0.07575283832848072,0.09240148402750492,Ablation: No temporal,82
4,0.04287472354869048,0.06523847579956055,Ablation: No temporal,82
5,0.029399704312284787,0.05484715523198247,Ablation: No temporal,82
6,0.024378801013032594,0.05076114437542856,Ablation: No temporal,82
7,0.021968444498876732,0.048236546106636524,Ablation: No temporal,82
8,0.020337382269402345,0.04610621323809028,Ablation: No temporal,82
9,0.018438547352949777,0.044762299163267016,Ablation: No temporal,82
10,0.017943228191385666,0.04429364064708352,Ablation: No temporal,82
11,0.017119012928257387,0.04355355957522988,Ablation: No temporal,82
12,0.016511444312830765,0.0426600300706923,Ablation: No temporal,82
13,0.016640481414894263,0.04220292530953884,Ablation: No temporal,82
14,0.015665895802279315,0.0417921575717628,Ablation: No temporal,82
15,0.015704922595371804,0.041692404774948955,Ablation: No temporal,82
16,0.015977953374385834,0.041484280256554484,Ablation: No temporal,82
17,0.01577533312762777,0.04141615005210042,Ablation: No temporal,82
18,0.015926892744998138,0.04142794548533857,Ablation: No temporal,82
1,0.35353813618421553,0.33441040851175785,Ablation: No relational,82
2,0.22559517969687778,0.23512628115713596,Ablation: No relational,82
3,0.15334252243240673,0.15608788467943668,Ablation: No relational,82
4,0.10518918732802073,0.11206009332090616,Ablation: No relational,82
5,0.07891239871581396,0.09202369768172503,Ablation: No relational,82
6,0.06462668490906556,0.08003258891403675,Ablation: No relational,82
7,0.05485805198550224,0.07201481331139803,Ablation: No relational,82
8,0.05119488686323166,0.06580491829663515,Ablation: No relational,82
9,0.04836700223386288,0.06298836320638657,Ablation: No relational,82
10,0.04580914775530497,0.06088822800666094,Ablation: No relational,82
11,0.044544844329357146,0.05889320373535156,Ablation: No relational,82
12,0.04244540569682916,0.05817108973860741,Ablation: No relational,82
13,0.04245726441343625,0.0564838545396924,Ablation: No relational,82
14,0.04043850153684616,0.05627943528816104,Ablation: No relational,82
15,0.040206763831277685,0.05554172256961465,Ablation: No relational,82
16,0.04035930683215459,0.055389055516570807,Ablation: No relational,82
17,0.04036508624752363,0.05532231880351901,Ablation: No relational,82
18,0.04002538118511438,0.05529116000980139,Ablation: No relational,82
